Time [s]	Current [A]	Voltage [V]	
0.721412	0.000000	0.000002
0.971021	1.210000	0.000099
1.221043	1.450000	0.000128
1.470949	2.010000	0.000142
1.720884	2.050000	0.000183
1.971195	2.810000	0.000227
2.220812	2.840000	0.000269
2.470824	3.610000	0.000303
2.733506	4.010000	0.000305
2.991670	4.060000	0.000338
3.240854	4.810000	0.000383
3.491143	4.840000	0.000417
3.741253	5.620000	0.000467
3.990980	5.640000	0.000509
4.240927	6.410000	0.000536
4.505912	6.810000	0.000577
4.755945	6.850000	0.000577
5.006282	7.620000	0.000612
5.255973	7.660000	0.000647
5.506006	8.420000	0.000703
5.756418	8.460000	0.000746
6.006175	9.220000	0.000782
6.256055	9.610000	0.000817
6.520178	10.010000	0.000853
6.770214	10.410000	0.000848
7.020318	10.460000	0.000888
7.270088	11.210000	0.000917
7.520546	11.260000	0.000970
7.770326	12.010000	0.001019
8.020156	12.060000	0.001058
8.270154	12.820000	0.001087
8.535923	13.220000	0.001090
8.793043	13.260000	0.001120
9.050887	14.010000	0.001173
9.304141	14.060000	0.001189
9.553215	14.810000	0.001240
9.803552	14.860000	0.001276
10.053257	15.620000	0.001326
10.303303	15.660000	0.001360
10.553290	16.420000	0.001394
10.817781	16.820000	0.001397
11.076045	16.860000	0.001429
11.325598	17.610000	0.001468
11.575539	17.660000	0.001524
11.825370	18.410000	0.001567
12.075427	18.460000	0.001603
12.325703	19.210000	0.001636
12.591517	19.610000	0.001642
12.848713	19.660000	0.001671
13.098419	20.420000	0.001705
13.348705	20.460000	0.001766
13.598460	21.210000	0.001807
13.848486	21.260000	0.001839
14.098562	22.010000	0.001875
14.363901	22.420000	0.001877
14.621751	22.470000	0.001914
14.871750	23.220000	0.001949
15.121821	23.260000	0.001996
15.371570	24.020000	0.002049
15.621868	24.060000	0.002080
15.871599	24.820000	0.002112
16.135699	25.220000	0.002113
16.394696	25.270000	0.002149
16.644927	26.010000	0.002198
16.895185	26.060000	0.002238
17.144671	26.810000	0.002285
17.394680	26.850000	0.002318
17.644704	27.620000	0.002355
17.908785	28.020000	0.002355
18.168029	28.060000	0.002387
18.417951	28.820000	0.002434
18.668048	28.860000	0.002475
18.917765	29.610000	0.002525
19.167781	29.660000	0.002561
19.417796	30.420000	0.002594
19.681498	30.820000	0.002592
19.939642	30.860000	0.002625
20.188824	31.630000	0.002674
20.439164	31.660000	0.002713
20.688864	32.420000	0.002759
20.938883	32.460000	0.002798
21.189028	33.220000	0.002829
21.454574	33.620000	0.002830
21.713054	33.660000	0.002870
21.962928	34.410000	0.002900
22.213189	34.700000	0.002951
22.463230	35.210000	0.002966
22.712971	35.250000	0.003009
22.963240	36.010000	0.003057
23.213013	36.300000	0.003098
23.463031	36.460000	0.003138
23.713043	37.220000	0.003172
23.978296	37.620000	0.003207
24.246770	38.020000	0.003240
24.496070	38.050000	0.003260
24.746098	38.820000	0.003310
24.996114	39.100000	0.003345
25.246128	39.620000	0.003365
25.496142	39.660000	0.003411
25.746458	40.420000	0.003447
25.996175	40.820000	0.003479
26.260657	41.220000	0.003512
26.510191	41.620000	0.003513
26.787552	41.660000	0.003551
27.037217	42.420000	0.003586
27.287491	42.450000	0.003629
27.537259	43.220000	0.003677
27.787561	43.240000	0.003719
28.037313	44.020000	0.003744
28.287525	44.040000	0.003785
28.537666	44.810000	0.003820
28.787685	44.850000	0.003837
29.037342	45.620000	0.003877
29.287659	45.650000	0.003924
29.537376	46.410000	0.003945
29.805314	46.820000	0.003959
30.064062	46.850000	0.003992
30.312408	47.620000	0.004027
