Time [s]	Current [A]	Voltage [V]	
0.798560	0.000000	0.000001
1.051407	0.000000	0.000008
1.301809	0.000000	0.000040
1.551419	0.000000	0.000046
1.801421	1.210000	0.000058
2.051694	1.230000	0.000068
2.301483	1.610000	0.000082
2.551145	1.610000	0.000085
2.802707	2.010000	0.000099
3.051180	2.210000	0.000107
3.301185	2.410000	0.000115
3.551209	2.430000	0.000128
3.801853	2.810000	0.000128
4.052097	2.830000	0.000143
4.301578	3.210000	0.000154
4.551617	3.220000	0.000167
4.801280	3.610000	0.000178
5.051496	3.810000	0.000188
5.301687	4.010000	0.000197
5.551310	4.210000	0.000199
5.805934	4.220000	0.000209
6.055329	4.610000	0.000218
6.305706	4.630000	0.000236
6.555701	5.010000	0.000248
6.805710	5.040000	0.000256
7.055403	5.410000	0.000268
7.320833	5.610000	0.000278
7.570425	5.630000	0.000277
7.821220	6.010000	0.000287
8.070461	6.030000	0.000297
8.320790	6.410000	0.000313
8.570496	6.430000	0.000329
8.820508	6.810000	0.000337
9.070525	7.010000	0.000347
9.335227	7.130000	0.000346
9.593953	7.410000	0.000356
9.843547	7.430000	0.000370
10.093874	7.820000	0.000383
10.343917	7.840000	0.000397
10.593605	8.220000	0.000409
10.843619	8.420000	0.000421
11.107958	8.610000	0.000425
11.357636	8.810000	0.000426
11.607691	8.950000	0.000451
11.866982	9.220000	0.000451
12.118087	9.240000	0.000452
12.367699	9.610000	0.000474
12.617729	9.640000	0.000483
12.867746	10.010000	0.000496
13.117755	10.030000	0.000510
13.367762	10.410000	0.000513
13.632959	10.610000	0.000519
13.892188	10.640000	0.000525
14.141798	11.010000	0.000537
14.392101	11.030000	0.000554
14.641843	11.410000	0.000568
14.891857	11.430000	0.000577
15.141878	11.810000	0.000589
15.405556	12.010000	0.000591
15.663694	12.040000	0.000596
15.912894	12.410000	0.000606
16.162926	12.430000	0.000623
16.412938	12.810000	0.000638
16.662953	12.840000	0.000641
16.912972	13.220000	0.000655
17.178444	13.420000	0.000666
17.428282	13.560000	0.000673
17.679330	13.820000	0.000677
17.929011	13.840000	0.000693
18.179046	14.220000	0.000702
18.429056	14.240000	0.000718
18.679088	14.620000	0.000725
18.929084	14.810000	0.000735
19.179292	14.950000	0.000735
19.451112	15.220000	0.000744
19.701115	15.250000	0.000755
19.951429	15.630000	0.000770
20.201159	15.640000	0.000786
20.451180	16.010000	0.000791
20.701193	16.220000	0.000800
20.951303	16.350000	0.000805
21.224932	16.620000	0.000809
21.474215	16.630000	0.000831
21.724509	17.010000	0.000841
21.974257	17.030000	0.000858
22.224546	17.410000	0.000862
22.474291	17.610000	0.000875
22.724297	17.820000	0.000886
22.974319	17.840000	0.000892
23.224334	18.220000	0.000908
23.474329	18.240000	0.000911
23.724358	18.610000	0.000926
23.974379	18.820000	0.000927
24.224370	19.010000	0.000939
24.474401	19.040000	0.000954
24.724415	19.410000	0.000956
24.974686	19.440000	0.000968
25.224444	19.810000	0.000977
25.474441	19.840000	0.000983
25.724727	20.220000	0.000999
25.974753	20.240000	0.001012
26.224507	20.610000	0.001024
26.474529	20.810000	0.001031
26.739455	21.010000	0.001042
26.988539	21.210000	0.001042
27.239977	21.230000	0.001053
27.489572	21.620000	0.001064
27.739848	21.630000	0.001078
27.989598	22.010000	0.001093
28.239915	22.030000	0.001106
28.489638	22.420000	0.001113
28.753877	22.620000	0.001115
29.012360	22.640000	0.001122
29.261681	23.020000	0.001130
29.511973	23.040000	0.001156
29.761718	23.420000	0.001164
30.012861	23.440000	0.001171
30.261734	23.820000	0.001184
30.526771	24.020000	0.001181
30.785309	24.040000	0.001193
31.034776	24.420000	0.001209
31.285048	24.440000	0.001217
31.534803	24.820000	0.001233
31.784826	24.840000	0.001240
32.034843	25.220000	0.001252
32.298967	25.420000	0.001254
32.557205	25.440000	0.001262
32.806861	25.810000	0.001274
33.056911	25.950000	0.001285
33.309316	26.210000	0.001291
33.558905	26.240000	0.001302
33.809192	26.620000	0.001318
34.058946	26.630000	0.001334
34.308966	27.010000	0.001340
34.559040	27.210000	0.001353
34.824911	27.350000	0.001349
35.082219	27.620000	0.001361
35.332011	27.630000	0.001369
35.582314	28.020000	0.001386
35.832323	28.040000	0.001402
36.082076	28.420000	0.001409
36.332084	28.620000	0.001424
36.597613	28.740000	0.001422
36.854713	29.020000	0.001428
37.104107	29.040000	0.001442
37.354392	29.420000	0.001459
37.604149	29.440000	0.001471
37.854169	29.830000	0.001478
38.104185	30.020000	0.001489
38.369189	30.150000	0.001491
38.628368	30.420000	0.001499
38.878429	30.430000	0.001515
39.128496	30.820000	0.001531
39.378254	30.840000	0.001542
39.628293	31.220000	0.001550
39.878328	31.410000	0.001561
40.141958	31.620000	0.001569
40.391371	31.820000	0.001572
40.642367	31.840000	0.001582
40.892327	32.220000	0.001589
41.142619	32.230000	0.001609
41.392679	32.620000	0.001620
41.642387	32.640000	0.001633
41.892427	33.020000	0.001640
42.157714	33.220000	0.001650
42.425116	33.360000	0.001652
42.683636	33.620000	0.001661
42.933445	33.640000	0.001669
43.183481	34.020000	0.001690
43.435298	34.040000	0.001688
43.684505	34.410000	0.001700
43.934740	34.430000	0.001714
44.184533	34.820000	0.001725
44.434539	34.830000	0.001740
44.684564	35.210000	0.001751
44.949780	35.420000	0.001752
45.208185	35.430000	0.001760
45.457586	35.810000	0.001772
45.707916	35.840000	0.001783
45.957628	36.210000	0.001797
46.208015	36.410000	0.001806
46.457661	36.610000	0.001817
46.721717	36.750000	0.001819
46.980168	37.010000	0.001827
47.229690	37.030000	0.001840
47.479989	37.420000	0.001855
47.729729	37.440000	0.001866
47.979747	37.820000	0.001878
48.229766	38.020000	0.001892
48.494515	38.150000	0.001889
48.752848	38.420000	0.001900
49.002788	38.440000	0.001912
49.253069	38.820000	0.001926
49.503075	38.840000	0.001930
49.753104	39.040000	0.001946
50.002862	39.420000	0.001960
50.266606	39.620000	0.001958
50.526240	39.640000	0.001967
50.776113	40.030000	0.001982
51.026250	40.150000	0.001993
51.277956	40.430000	0.001999
51.528161	40.440000	0.002012
51.778233	40.820000	0.002025
52.028237	40.840000	0.002026
52.277244	41.220000	0.002039
52.539819	41.250000	0.002045
52.789022	41.620000	0.002058
53.039295	41.750000	0.002073
53.289445	42.030000	0.002076
53.539286	42.150000	0.002090
53.800962	42.430000	0.002098
54.050078	42.440000	0.002111
54.300368	42.820000	0.002122
54.550446	42.830000	0.002137
