Time [s]	Current [A]	Voltage [V]	
1.065591	2.010000	0.000351
1.314873	2.070000	0.000711
1.565140	4.010000	0.001031
1.815121	5.010000	0.001285
2.065118	6.010000	0.001533
2.314891	7.010000	0.001685
2.564909	8.020000	0.002058
2.815904	8.150000	0.002332
3.066202	10.010000	0.002550
3.315935	10.010000	0.002765
3.565968	12.010000	0.003104
3.815449	12.130000	0.003375
4.064998	14.020000	0.003624
4.315256	15.010000	0.003863
4.570169	15.740000	0.003922
4.829378	17.010000	0.004161
5.081367	17.150000	0.004449
5.329449	19.010000	0.004810
5.579585	19.130000	0.005162
5.829433	21.010000	0.005464
6.079106	22.010000	0.005726
6.342767	22.740000	0.005731
6.600777	24.010000	0.005990
6.850138	24.140000	0.006256
7.100480	26.020000	0.006605
7.350501	26.120000	0.007025
7.600219	28.020000	0.007294
7.850262	29.020000	0.007552
8.115760	29.730000	0.007569
8.374057	31.020000	0.007815
8.623300	31.130000	0.008077
8.873529	33.020000	0.008451
9.123282	33.720000	0.008778
9.373279	35.020000	0.008860
9.623631	35.130000	0.009265
9.873321	37.010000	0.009565
10.123337	37.110000	0.009905
10.373354	39.020000	0.010133
10.640525	40.020000	0.010171
10.899005	40.130000	0.010430
11.148384	42.020000	0.010692
11.398415	42.100000	0.011030
11.648428	44.020000	0.011446
11.898520	44.090000	0.011722
12.148458	46.020000	0.011971
12.412991	47.010000	0.012259
12.662468	48.020000	0.012387
12.912503	48.120000	0.012747
13.162509	50.030000	0.013043
13.412531	51.020000	0.013297
13.675912	51.650000	0.013311
13.933618	53.020000	0.013567
14.183555	53.090000	0.013830
14.433583	55.030000	0.014213
14.683879	55.090000	0.014525
14.933615	57.020000	0.014867
15.183644	58.020000	0.015063
15.448621	58.650000	0.015146
15.705945	60.020000	0.015402
15.957774	60.110000	0.015673
16.207664	62.020000	0.016098
16.461810	62.100000	0.016437
16.711698	64.010000	0.016710
16.961722	65.020000	0.016960
17.219847	65.690000	0.016973
17.478392	67.030000	0.017235
17.728439	67.120000	0.017512
17.978139	69.020000	0.017859
18.227799	69.100000	0.018209
18.477816	71.020000	0.018543
18.727831	72.020000	0.018720
18.992652	73.020000	0.019072
19.241845	73.110000	0.019189
19.491873	75.020000	0.019554
19.741890	75.110000	0.019861
19.991905	77.020000	0.020076
20.254741	78.020000	0.020386
20.503921	78.120000	0.020385
20.754517	80.030000	0.020648
21.003948	80.120000	0.020913
21.253229	82.040000	0.021236
21.502987	82.120000	0.021611
21.753001	84.030000	0.021963
22.003016	85.030000	0.022210
22.269011	85.680000	0.022229
22.528372	87.020000	0.022490
22.778287	87.110000	0.022754
23.028167	89.030000	0.023159
23.278091	89.110000	0.023530
23.528106	91.030000	0.023804
23.778394	92.040000	0.024025
24.041617	92.690000	0.024071
24.301008	94.030000	0.024337
24.550153	94.110000	0.024600
24.800449	96.030000	0.024946
25.050198	96.110000	0.025313
25.300213	98.040000	0.025650
25.550226	99.030000	0.025855
25.814225	99.680000	0.025919
