Time [s]	Current [A]	Voltage [V]	
1.013413	0.000000	0.000001
1.273343	1.210000	0.000046
1.500005	1.580000	0.000069
1.740310	2.010000	0.000067
1.998406	2.040000	0.000082
2.239707	2.820000	0.000098
2.481590	3.000000	0.000128
2.723214	3.620000	0.000134
2.965121	3.880000	0.000168
3.207984	4.420000	0.000166
3.448351	4.460000	0.000182
3.674869	5.210000	0.000217
3.915752	5.470000	0.000216
4.174706	6.010000	0.000233
4.416649	6.260000	0.000267
4.658226	6.810000	0.000267
4.898869	7.070000	0.000300
5.140818	7.610000	0.000300
5.382164	7.660000	0.000317
5.624987	8.420000	0.000334
5.858490	8.690000	0.000344
6.134342	9.220000	0.000364
6.376896	9.260000	0.000384
6.618587	10.020000	0.000424
6.860474	10.060000	0.000419
7.102130	10.810000	0.000454
7.343145	10.870000	0.000451
7.584333	11.610000	0.000469
7.827454	11.660000	0.000487
8.068107	12.410000	0.000500
8.303302	12.690000	0.000513
8.579708	13.220000	0.000534
8.820009	13.270000	0.000551
9.061879	14.020000	0.000591
9.303648	14.060000	0.000587
9.545590	14.820000	0.000621
9.787108	14.860000	0.000621
10.029594	15.620000	0.000632
10.270332	15.660000	0.000646
10.512959	16.420000	0.000668
10.755195	16.690000	0.000705
10.996871	17.210000	0.000702
11.238736	17.480000	0.000736
11.479274	18.000000	0.000740
11.721090	18.290000	0.000770
11.962628	18.810000	0.000770
12.205350	18.860000	0.000787
12.438759	19.610000	0.000801
12.714612	19.650000	0.000819
12.957151	20.420000	0.000830
13.199329	20.670000	0.000871
13.440876	21.220000	0.000867
13.682463	21.480000	0.000904
13.923091	22.010000	0.000901
14.165018	22.290000	0.000939
14.406886	22.820000	0.000933
14.649082	22.860000	0.000952
14.891229	23.620000	0.000987
15.132951	23.670000	0.000986
15.374618	24.420000	0.001019
15.615120	24.460000	0.001017
15.856996	25.220000	0.001057
16.100097	25.270000	0.001054
16.340282	26.010000	0.001073
16.569462	26.410000	0.001105
16.834489	26.820000	0.001102
17.094114	26.860000	0.001122
17.335788	27.620000	0.001154
17.577334	27.660000	0.001149
17.817829	28.420000	0.001190
18.059950	28.460000	0.001187
18.302353	29.220000	0.001203
18.543000	29.260000	0.001219
18.784698	30.020000	0.001238
19.013491	30.410000	0.001261
19.242085	30.460000	0.001270
19.482828	31.220000	0.001285
19.724347	31.260000	0.001300
19.967662	32.020000	0.001321
20.208088	32.060000	0.001339
20.450146	32.820000	0.001374
20.691843	32.860000	0.001369
20.934087	33.620000	0.001403
21.176609	33.670000	0.001405
21.416744	34.410000	0.001420
21.658745	34.460000	0.001438
21.901208	35.210000	0.001454
22.128334	35.610000	0.001488
22.356256	35.660000	0.001489
22.598128	36.410000	0.001505
22.840952	36.450000	0.001520
23.081502	37.220000	0.001537
23.307740	37.620000	0.001573
23.575731	38.020000	0.001581
23.833610	38.060000	0.001589
24.061532	38.460000	0.001620
24.289226	39.220000	0.001621
24.532159	39.260000	0.001639
24.772736	40.020000	0.001654
25.014384	40.070000	0.001673
25.240645	40.830000	0.001693
25.498991	40.860000	0.001712
25.740705	41.610000	0.001741
25.981624	41.650000	0.001740
26.223219	42.420000	0.001773
26.466110	42.460000	0.001774
26.706491	43.220000	0.001789
26.948253	43.470000	0.001806
27.201330	44.020000	0.001829
27.458749	44.050000	0.001838
27.686601	44.450000	0.001864
27.914495	45.220000	0.001873
28.156369	45.250000	0.001890
28.398982	46.020000	0.001907
28.639598	46.050000	0.001924
28.882491	46.820000	0.001940
29.133232	47.070000	0.001965
29.391795	47.620000	0.001973
29.619885	48.020000	0.002004
29.831119	48.280000	0.002007
30.090641	48.820000	0.002024
30.331010	48.860000	0.002040
30.572680	49.620000	0.002057
30.815493	49.660000	0.002074
31.057252	50.430000	0.002110
31.298960	50.460000	0.002107
31.539632	51.220000	0.002141
31.781622	51.250000	0.002141
32.023994	52.020000	0.002157
32.264446	52.040000	0.002174
32.506214	52.820000	0.002191
32.734740	53.220000	0.002221
32.963864	53.240000	0.002224
33.204234	54.020000	0.002242
33.446157	54.050000	0.002258
33.688881	54.810000	0.002275
33.929350	54.840000	0.002291
34.171343	55.610000	0.002323
34.413137	55.630000	0.002325
34.655966	56.410000	0.002358
34.896857	56.440000	0.002358
35.138132	57.220000	0.002375
35.381062	57.240000	0.002392
35.621625	58.020000	0.002409
35.863476	58.250000	0.002442
36.105252	58.820000	0.002443
36.347120	59.050000	0.002477
36.590003	59.630000	0.002476
36.830258	59.650000	0.002493
37.071886	60.420000	0.002510
37.314834	60.450000	0.002527
37.542119	60.850000	0.002551
37.769737	61.610000	0.002559
38.011625	61.650000	0.002576
38.254353	62.420000	0.002594
38.495051	62.440000	0.002612
38.738126	63.230000	0.002628
38.979636	63.460000	0.002664
39.221610	64.020000	0.002662
39.462948	64.270000	0.002699
39.703730	64.830000	0.002698
39.945265	64.850000	0.002715
40.187847	65.620000	0.002732
40.428524	65.670000	0.002750
40.656831	66.070000	0.002777
40.884769	66.820000	0.002784
41.126520	66.860000	0.002803
41.369232	67.620000	0.002819
41.609751	67.660000	0.002837
41.852530	68.420000	0.002856
42.094454	68.670000	0.002892
42.336152	69.220000	0.002891
42.576882	69.470000	0.002928
42.818770	70.020000	0.002927
43.060104	70.050000	0.002946
43.302711	70.820000	0.002964
43.543257	70.850000	0.002984
43.802958	71.620000	0.003010
44.054875	71.650000	0.003020
44.295110	72.420000	0.003038
44.537296	72.660000	0.003076
44.778988	73.220000	0.003077
45.020769	73.470000	0.003114
45.263620	74.020000	0.003114
45.503923	74.050000	0.003134
45.746613	74.830000	0.003153
45.987379	74.850000	0.003172
46.229112	75.620000	0.003212
46.471106	75.660000	0.003212
46.712505	76.430000	0.003249
46.954370	76.460000	0.003250
47.197166	77.220000	0.003271
47.437608	77.250000	0.003290
47.680292	78.020000	0.003309
47.907647	78.420000	0.003341
48.120098	78.680000	0.003352
48.378501	79.230000	0.003372
48.618637	79.260000	0.003391
48.861464	80.030000	0.003413
49.101833	80.050000	0.003433
49.343909	80.830000	0.003476
49.585846	80.860000	0.003476
49.827344	81.630000	0.003519
50.070136	81.660000	0.003521
50.310638	82.430000	0.003541
50.553587	82.460000	0.003564
50.793959	83.230000	0.003586
51.022405	83.640000	0.003619
51.251611	83.660000	0.003634
51.492125	84.430000	0.003680
51.735002	84.470000	0.003682
51.975206	85.230000	0.003706
52.217047	85.270000	0.003731
52.459019	86.030000	0.003780
52.700775	86.050000	0.003783
52.943408	86.820000	0.003832
53.185500	86.860000	0.003834
53.425602	87.620000	0.003865
53.668467	87.660000	0.003897
53.909113	88.420000	0.003926
54.137481	88.830000	0.003969
54.366427	88.860000	0.003987
54.606859	89.630000	0.004015
54.849743	89.660000	0.004044
55.090347	90.430000	0.004093
55.332007	90.470000	0.004130
55.573877	91.230000	0.004194
55.815629	91.270000	0.004214
56.058661	92.030000	0.004315
56.300546	92.060000	0.004347
56.541241	92.830000	0.004381
56.783475	92.860000	0.004450
57.024028	93.640000	0.004577
57.266098	93.890000	0.004702
57.507728	94.430000	0.004819
57.749467	94.680000	0.005193
57.992470	95.230000	0.005600
58.232931	95.270000	0.006151
58.475726	96.030000	0.007573
58.716264	96.070000	0.007122
58.944746	96.470000	0.007774
59.173592	97.230000	0.008579
59.414369	97.260000	0.006535
59.657130	98.030000	0.006394
59.897628	98.060000	0.006503
60.139296	98.830000	0.006497
60.381122	99.090000	0.006687
60.623046	99.630000	0.006748
60.864460	99.880000	0.006958
