Time [s]	Current [A]	Voltage [V]	
0.812882	0.000000	0.000001
1.028807	1.190000	0.000050
1.256057	1.610000	0.000055
1.514545	1.650000	0.000066
1.756642	2.410000	0.000100
1.997481	2.430000	0.000098
2.239942	3.210000	0.000117
2.473381	3.460000	0.000133
2.749295	4.010000	0.000149
2.990674	4.060000	0.000167
3.232635	4.810000	0.000201
3.474288	4.850000	0.000200
3.715702	5.610000	0.000234
3.958675	5.650000	0.000233
4.200523	6.410000	0.000268
4.441171	6.440000	0.000268
4.683441	7.210000	0.000284
4.916904	7.470000	0.000300
5.192897	8.020000	0.000317
5.434521	8.060000	0.000335
5.676454	8.820000	0.000368
5.918251	8.860000	0.000367
6.160023	9.610000	0.000405
6.402902	9.660000	0.000398
6.643061	10.410000	0.000417
6.886261	10.470000	0.000433
7.126939	11.210000	0.000448
7.368850	11.490000	0.000488
7.610654	12.010000	0.000487
7.852286	12.290000	0.000521
8.094180	12.820000	0.000517
8.335420	12.860000	0.000534
8.578321	13.620000	0.000555
8.818880	13.660000	0.000566
9.078344	14.420000	0.000595
9.330628	14.460000	0.000599
9.570849	15.230000	0.000617
9.812768	15.490000	0.000655
10.054725	16.020000	0.000651
10.296441	16.290000	0.000688
10.539354	16.810000	0.000683
10.779572	16.860000	0.000702
11.006315	17.610000	0.000727
11.263300	17.660000	0.000735
11.505020	18.410000	0.000773
11.746647	18.460000	0.000770
11.988351	19.210000	0.000806
12.231649	19.250000	0.000805
12.471555	20.010000	0.000818
12.714572	20.070000	0.000833
12.954797	20.810000	0.000853
13.197772	20.860000	0.000874
13.439559	21.620000	0.000907
13.681560	21.660000	0.000902
13.923151	22.410000	0.000940
14.163962	22.460000	0.000940
14.405266	23.220000	0.000953
14.648316	23.260000	0.000970
14.888666	24.020000	0.000985
15.130658	24.290000	0.001022
15.372581	24.820000	0.001023
15.614172	25.090000	0.001056
15.857052	25.620000	0.001055
16.097934	25.670000	0.001072
16.339554	26.410000	0.001091
16.582476	26.460000	0.001104
16.822915	27.210000	0.001118
17.064902	27.490000	0.001154
17.306516	28.020000	0.001155
17.548312	28.280000	0.001189
17.791280	28.810000	0.001190
18.031540	28.850000	0.001207
18.273227	29.620000	0.001221
18.516029	29.660000	0.001240
18.758148	30.420000	0.001277
18.999968	30.470000	0.001274
19.240437	31.220000	0.001308
19.482365	31.250000	0.001306
19.724899	32.020000	0.001322
19.965902	32.050000	0.001337
20.207712	32.820000	0.001356
20.435890	33.220000	0.001379
20.665118	33.260000	0.001389
20.905385	34.020000	0.001407
21.147191	34.060000	0.001420
21.389843	34.810000	0.001440
21.630682	34.850000	0.001457
21.872513	35.610000	0.001492
22.114438	35.650000	0.001488
22.357395	36.410000	0.001527
22.598064	36.450000	0.001526
22.839387	37.220000	0.001542
23.082295	37.260000	0.001555
23.322934	38.020000	0.001574
23.564916	38.280000	0.001608
23.806656	38.820000	0.001607
24.048297	39.080000	0.001643
24.291170	39.610000	0.001639
24.531731	39.650000	0.001659
24.773139	40.430000	0.001671
25.015898	40.470000	0.001692
25.243204	40.860000	0.001715
25.471029	41.620000	0.001721
25.712971	41.660000	0.001740
25.939159	42.420000	0.001763
26.196555	42.460000	0.001775
26.438904	43.220000	0.001788
26.680942	43.450000	0.001825
26.922884	44.020000	0.001825
27.164613	44.250000	0.001858
27.405276	44.820000	0.001858
27.646980	44.850000	0.001874
27.889544	45.610000	0.001892
28.130182	45.650000	0.001908
28.371898	46.430000	0.001943
28.613764	46.450000	0.001942
28.855403	47.220000	0.001975
29.098567	47.260000	0.001976
29.338654	48.020000	0.001993
29.580791	48.060000	0.002008
29.823297	48.820000	0.002026
30.050430	49.220000	0.002057
30.278213	49.250000	0.002058
30.520141	50.030000	0.002094
30.762040	50.060000	0.002093
31.004389	50.820000	0.002110
31.245056	51.090000	0.002126
31.498399	51.620000	0.002160
31.765240	51.870000	0.002161
32.023888	52.420000	0.002175
32.265175	52.450000	0.002193
32.507897	53.220000	0.002210
32.750033	53.460000	0.002244
32.990571	54.010000	0.002243
33.232354	54.250000	0.002277
33.475500	54.820000	0.002278
33.715782	54.840000	0.002294
33.957396	55.620000	0.002310
34.200277	55.640000	0.002327
34.427285	56.050000	0.002354
34.657636	56.810000	0.002361
34.896891	56.840000	0.002377
35.139801	57.620000	0.002394
35.380285	57.640000	0.002411
35.606534	58.420000	0.002445
35.873926	58.820000	0.002462
36.142286	59.220000	0.002478
36.439918	59.620000	0.002487
36.668087	59.650000	0.002494
36.910943	60.420000	0.002511
37.151506	60.440000	0.002527
37.394268	61.210000	0.002545
