Time [s]	Current [A]	Voltage [V]	
0.743672	0.000000	0.000002
0.979828	1.070000	0.000050
1.238578	1.610000	0.000092
1.464087	2.010000	0.000135
1.682470	2.030000	0.000166
1.900206	2.810000	0.000166
2.151217	2.840000	0.000199
2.409233	3.610000	0.000255
2.662738	3.650000	0.000266
2.902912	4.420000	0.000304
3.144864	4.680000	0.000372
3.386642	5.210000	0.000376
3.628524	5.460000	0.000445
3.870206	6.020000	0.000452
4.096460	6.250000	0.000500
4.353334	6.810000	0.000528
4.580172	7.210000	0.000609
4.823429	7.620000	0.000625
5.088970	8.020000	0.000691
5.330589	8.420000	0.000690
5.588932	8.470000	0.000737
5.830219	9.220000	0.000811
6.071988	9.260000	0.000811
6.313705	10.010000	0.000891
6.556502	10.060000	0.000893
6.796704	10.810000	0.000933
7.039975	10.860000	0.000977
7.298454	11.610000	0.001046
7.549172	11.660000	0.001058
7.790693	12.420000	0.001106
8.032722	12.690000	0.001190
8.274295	13.220000	0.001188
8.516060	13.490000	0.001278
8.759138	14.020000	0.001274
8.999090	14.060000	0.001317
9.242201	14.820000	0.001359
9.482883	14.870000	0.001410
9.717086	15.610000	0.001458
9.993457	15.670000	0.001495
10.235585	16.410000	0.001538
10.477578	16.690000	0.001630
10.719467	17.210000	0.001635
10.960961	17.490000	0.001718
11.201716	18.010000	0.001720
11.428362	18.290000	0.001785
11.685277	18.810000	0.001822
11.926571	18.860000	0.001861
12.184689	19.610000	0.001933
12.438232	19.660000	0.001958
12.678539	20.410000	0.002004
12.920556	20.690000	0.002092
13.161835	21.210000	0.002101
13.403718	21.490000	0.002191
13.646610	22.010000	0.002202
13.886942	22.060000	0.002246
14.128592	22.810000	0.002295
14.371427	22.860000	0.002345
14.606012	23.620000	0.002394
14.880702	23.670000	0.002445
15.123258	24.420000	0.002490
15.365103	24.680000	0.002588
15.606726	25.220000	0.002595
15.848863	25.490000	0.002692
16.090231	26.010000	0.002685
16.331213	26.050000	0.002737
16.572589	26.820000	0.002792
16.815627	26.860000	0.002844
17.043052	27.260000	0.002921
17.270424	28.010000	0.002949
17.512700	28.280000	0.003052
17.754751	28.820000	0.003050
17.996827	28.860000	0.003099
18.237306	29.620000	0.003161
18.479261	29.890000	0.003258
18.721079	30.410000	0.003263
18.963816	30.690000	0.003372
19.204617	31.220000	0.003379
19.447434	31.270000	0.003434
19.672940	32.010000	0.003507
19.930311	32.060000	0.003545
20.171983	32.820000	0.003642
20.413814	32.860000	0.003653
20.655638	33.620000	0.003764
20.898598	33.670000	0.003769
21.138758	34.410000	0.003822
21.380589	34.450000	0.003877
21.623267	35.210000	0.003934
21.850496	35.610000	0.004016
22.078386	35.650000	0.004049
22.320089	36.410000	0.004100
22.562865	36.450000	0.004173
22.803372	37.220000	0.004232
23.046313	37.260000	0.004287
23.288206	38.020000	0.004416
23.529957	38.060000	0.004409
23.771568	38.820000	0.004533
24.012562	38.860000	0.004550
24.253955	39.620000	0.004605
24.496601	39.670000	0.004677
24.737276	40.420000	0.004718
24.979223	40.690000	0.004860
25.220971	41.220000	0.004887
25.462937	41.490000	0.005005
25.705587	42.020000	0.005002
25.945876	42.040000	0.005084
26.187457	42.820000	0.005164
26.430214	42.840000	0.005209
26.657476	43.240000	0.005291
26.885464	44.020000	0.005366
27.127475	44.240000	0.005480
27.368950	44.820000	0.005498
27.611684	44.850000	0.005573
27.852193	45.630000	0.005654
28.094123	45.870000	0.005724
28.336125	46.420000	0.005743
28.588104	46.670000	0.005848
28.845972	47.220000	0.005928
29.087712	47.470000	0.006044
29.330684	48.020000	0.006129
29.571085	48.060000	0.006184
29.812589	48.820000	0.006300
30.055604	48.850000	0.006249
30.295828	49.620000	0.006270
30.538009	49.870000	0.006515
30.779639	50.430000	0.006582
31.021883	50.670000	0.006710
31.264564	51.220000	0.006779
31.505022	51.250000	0.006940
31.746478	52.020000	0.006993
31.989379	52.060000	0.007061
32.216552	52.460000	0.007190
32.444331	53.210000	0.007271
32.686132	53.250000	0.007392
32.929108	54.020000	0.007537
33.169553	54.050000	0.007677
33.412551	54.820000	0.007804
33.654208	55.050000	0.007973
33.896049	55.620000	0.007973
34.148065	55.850000	0.008171
34.406050	56.420000	0.008158
34.647592	56.650000	0.008348
34.888361	57.220000	0.008344
35.129865	57.240000	0.008565
35.372578	58.020000	0.008684
35.613233	58.050000	0.008861
35.855973	58.820000	0.009003
36.097875	59.060000	0.009224
36.339988	59.620000	0.009287
36.591683	59.870000	0.009425
36.849743	60.420000	0.009580
37.091490	60.660000	0.009713
37.333172	61.220000	0.009837
37.573471	61.230000	0.010128
37.814940	62.020000	0.009593
38.058294	62.050000	0.009378
38.298517	62.820000	0.009366
38.540483	63.060000	0.009461
38.782516	63.620000	0.009553
39.034291	63.880000	0.009629
39.292094	64.430000	0.009753
39.534059	64.670000	0.009881
39.776945	65.230000	0.009866
40.017320	65.260000	0.010008
40.258847	66.020000	0.010107
40.485328	66.270000	0.010178
40.742399	66.830000	0.010215
40.984163	67.080000	0.010325
41.225794	67.620000	0.010407
41.468666	67.880000	0.010598
41.709450	68.430000	0.010648
41.950803	68.460000	0.010866
42.193932	69.220000	0.011008
42.434215	69.240000	0.011107
42.676047	70.020000	0.011236
42.918093	70.060000	0.010767
43.159722	70.820000	0.010904
43.402843	70.850000	0.010915
43.642960	71.620000	0.011113
43.884554	71.650000	0.011186
44.127713	72.420000	0.011285
44.354715	72.820000	0.011397
44.582489	72.860000	0.011484
44.824225	73.620000	0.011515
45.067260	73.660000	0.011739
45.307600	74.420000	0.011808
45.533970	74.820000	0.011989
45.801322	75.220000	0.012064
46.069499	75.470000	0.012107
46.328080	76.030000	0.012341
46.570438	76.060000	0.012360
46.811068	76.830000	0.012495
47.053061	77.080000	0.012778
47.294847	77.620000	0.012832
47.536583	77.870000	0.013012
47.779524	78.410000	0.012914
48.020074	78.460000	0.013009
48.261495	79.220000	0.012830
48.504236	79.270000	0.012928
48.731674	79.670000	0.013205
48.943079	80.430000	0.013317
49.201728	80.450000	0.013487
49.442697	81.230000	0.013730
49.685571	81.270000	0.013775
49.926099	82.030000	0.013882
50.168064	82.280000	0.014374
50.409836	82.840000	0.014193
50.652730	83.080000	0.014324
50.893460	83.630000	0.014420
51.134826	83.660000	0.014401
51.377881	84.430000	0.014284
51.618106	84.470000	0.014898
51.860128	85.230000	0.015059
52.101989	85.270000	0.015240
52.343598	86.020000	0.015174
52.586438	86.050000	0.015263
52.826947	86.830000	0.015128
53.068607	86.860000	0.015158
53.311281	87.620000	0.015293
53.538722	88.020000	0.015572
53.767593	88.070000	0.015622
54.008457	88.820000	0.015373
54.250062	88.860000	0.015477
54.492551	89.630000	0.015507
54.733225	89.670000	0.015484
54.975337	90.430000	0.015674
55.217229	90.460000	0.015625
55.459968	91.230000	0.015862
55.700947	91.260000	0.015891
55.942064	92.030000	0.016013
56.184926	92.060000	0.016154
56.425441	92.840000	0.016296
56.667612	93.080000	0.016488
56.909459	93.630000	0.016471
57.150997	93.880000	0.016611
57.394108	94.430000	0.016703
57.634152	94.460000	0.016820
57.875925	95.230000	0.016943
58.118752	95.260000	0.016745
58.359109	96.030000	0.016818
58.601083	96.270000	0.017000
58.842838	96.830000	0.017116
59.085723	97.080000	0.017249
59.326846	97.630000	0.017293
59.567829	97.670000	0.017363
59.794240	98.430000	0.017521
60.051488	98.460000	0.017572
60.293205	99.230000	0.017820
60.534874	99.270000	0.017914
60.776476	100.030000	0.018065
