Time [s]	Current [A]	Voltage [V]	
0.771554	0.000000	0.000001
1.055571	1.210000	0.000044
1.274073	1.460000	0.000068
1.514556	2.010000	0.000066
1.740952	2.250000	0.000083
1.997769	2.820000	0.000099
2.239577	3.040000	0.000130
2.481802	3.610000	0.000132
2.723076	3.880000	0.000167
2.964963	4.420000	0.000166
3.191343	4.810000	0.000199
3.431985	5.210000	0.000218
3.673739	5.610000	0.000234
3.892228	5.610000	0.000242
4.110707	6.410000	0.000259
4.362718	6.450000	0.000266
4.604263	7.220000	0.000301
4.845947	7.250000	0.000300
5.087785	8.020000	0.000335
5.328381	8.060000	0.000334
5.570133	8.810000	0.000368
5.811861	8.860000	0.000361
6.054292	9.610000	0.000383
6.296284	9.880000	0.000426
6.538041	10.410000	0.000415
6.780467	10.690000	0.000455
7.020786	11.210000	0.000451
7.262612	11.490000	0.000487
7.505529	12.010000	0.000484
7.745621	12.050000	0.000500
7.987178	12.820000	0.000517
8.229242	13.100000	0.000556
8.470838	13.620000	0.000551
8.712723	13.900000	0.000585
8.955623	14.420000	0.000583
9.195967	14.470000	0.000603
9.438884	15.210000	0.000617
9.679344	15.270000	0.000636
9.921493	16.020000	0.000672
10.163200	16.070000	0.000670
10.404720	16.820000	0.000704
10.646477	16.860000	0.000702
10.889094	17.610000	0.000717
11.129715	17.660000	0.000736
11.356333	18.410000	0.000761
11.614549	18.460000	0.000771
11.855988	19.220000	0.000801
12.098013	19.260000	0.000802
12.339790	20.010000	0.000838
12.581347	20.070000	0.000836
12.821841	20.810000	0.000852
13.064878	20.860000	0.000872
13.305273	21.610000	0.000887
13.547109	21.890000	0.000921
13.788858	22.420000	0.000921
14.030921	22.690000	0.000956
14.273616	23.220000	0.000953
14.513871	23.260000	0.000972
14.755494	24.020000	0.000986
14.998668	24.060000	0.001004
15.231707	24.820000	0.001021
15.508240	24.860000	0.001041
15.750001	25.630000	0.001055
15.992640	25.890000	0.001091
16.234363	26.410000	0.001086
16.476136	26.690000	0.001127
16.716793	27.210000	0.001123
16.958002	27.260000	0.001141
17.201000	28.020000	0.001154
17.441466	28.060000	0.001171
17.683628	28.820000	0.001205
17.925336	28.870000	0.001204
18.166999	29.620000	0.001243
18.410107	29.660000	0.001237
18.650266	30.420000	0.001254
18.891842	30.470000	0.001270
19.134760	31.210000	0.001286
19.362277	31.610000	0.001316
19.583823	31.670000	0.001324
19.831965	32.420000	0.001340
20.073636	32.460000	0.001352
20.316745	33.220000	0.001372
20.557124	33.260000	0.001386
20.798970	34.020000	0.001423
21.040876	34.060000	0.001425
21.282339	34.810000	0.001462
21.525479	34.850000	0.001458
21.765679	35.610000	0.001472
22.007467	35.660000	0.001494
22.250277	36.410000	0.001504
22.477469	36.820000	0.001533
22.705384	36.870000	0.001541
22.947024	37.620000	0.001557
23.189839	37.660000	0.001573
23.430495	38.420000	0.001589
23.673234	38.460000	0.001609
23.914962	39.220000	0.001645
24.157014	39.260000	0.001640
24.398756	40.010000	0.001679
24.639237	40.060000	0.001671
24.880512	40.820000	0.001692
25.123461	40.860000	0.001710
25.364290	41.610000	0.001725
25.592198	42.020000	0.001753
25.820091	42.050000	0.001757
26.061875	42.820000	0.001775
26.304861	42.840000	0.001791
26.545219	43.610000	0.001808
26.788298	43.640000	0.001825
27.029874	44.420000	0.001858
27.271747	44.670000	0.001859
27.524957	44.850000	0.001886
27.753093	45.620000	0.001893
27.996113	45.650000	0.001909
28.236597	46.420000	0.001924
28.479474	46.450000	0.001940
28.719987	47.220000	0.001956
28.972488	47.620000	0.001989
29.240501	48.020000	0.001990
29.500079	48.050000	0.002006
29.740205	48.820000	0.002024
29.983179	49.090000	0.002040
30.233999	49.630000	0.002058
30.492499	49.660000	0.002073
30.734010	50.430000	0.002107
30.975983	50.460000	0.002107
31.217497	51.230000	0.002142
31.460725	51.250000	0.002141
31.700765	52.020000	0.002158
31.943616	52.050000	0.002174
32.184272	52.810000	0.002191
32.412487	53.220000	0.002220
32.641355	53.250000	0.002225
32.881929	54.020000	0.002241
33.124848	54.040000	0.002257
33.365489	54.820000	0.002274
33.607069	54.850000	0.002291
33.849230	55.620000	0.002325
34.090730	55.640000	0.002325
34.333784	56.420000	0.002359
34.575333	56.450000	0.002357
34.815614	57.220000	0.002374
35.058494	57.240000	0.002392
35.299104	58.010000	0.002409
35.527326	58.420000	0.002434
35.755271	58.440000	0.002442
35.997990	59.220000	0.002460
36.238644	59.250000	0.002476
36.480192	60.020000	0.002493
36.722951	60.050000	0.002510
36.965082	60.810000	0.002544
37.207049	60.850000	0.002543
37.447494	61.610000	0.002576
37.689340	61.650000	0.002577
37.932067	62.430000	0.002594
