Time [s]	Current [A]	Voltage [V]	
0.776080	0.000000	0.000003
1.029359	0.000000	0.000003
1.271215	0.000000	0.000029
1.497153	0.930000	0.000033
1.756817	1.210000	0.000042
1.998685	1.330000	0.000059
2.240336	1.610000	0.000058
2.482183	1.730000	0.000076
2.722789	2.010000	0.000075
2.964659	2.130000	0.000090
3.207423	2.410000	0.000091
3.447805	2.410000	0.000098
3.682209	2.820000	0.000109
3.915084	3.010000	0.000122
4.159863	3.010000	0.000124
4.390027	3.410000	0.000140
4.629734	3.420000	0.000139
4.855814	3.810000	0.000151
5.114125	3.840000	0.000156
5.355701	4.210000	0.000174
5.597713	4.240000	0.000173
5.839181	4.610000	0.000191
6.079962	4.630000	0.000189
6.321383	5.010000	0.000196
6.547917	5.210000	0.000214
6.791562	5.410000	0.000218
7.057202	5.530000	0.000220
7.315508	5.810000	0.000230
7.557091	5.940000	0.000245
7.798666	6.210000	0.000246
8.040287	6.330000	0.000262
8.283175	6.610000	0.000263
8.523692	6.630000	0.000270
8.765231	7.010000	0.000278
8.992110	7.130000	0.000288
9.250196	7.410000	0.000295
9.491792	7.530000	0.000312
9.733582	7.820000	0.000311
9.974072	7.940000	0.000328
10.215673	8.210000	0.000325
10.458335	8.240000	0.000329
10.698917	8.620000	0.000342
10.933439	8.740000	0.000366
11.166303	9.010000	0.000371
11.411002	9.210000	0.000369
11.639962	9.340000	0.000387
11.880790	9.620000	0.000385
12.114914	9.740000	0.000390
12.391881	10.010000	0.000402
12.632214	10.040000	0.000409
12.874344	10.420000	0.000421
13.116568	10.440000	0.000425
13.357949	10.810000	0.000442
13.599698	10.840000	0.000440
13.826284	11.210000	0.000446
14.083287	11.240000	0.000459
14.325546	11.610000	0.000466
14.560324	11.750000	0.000478
14.835193	12.010000	0.000485
15.076686	12.040000	0.000491
15.318328	12.410000	0.000507
15.560579	12.430000	0.000504
15.802040	12.820000	0.000527
16.044920	12.840000	0.000522
16.284922	13.220000	0.000533
16.528072	13.240000	0.000542
16.768663	13.620000	0.000554
17.003182	13.740000	0.000560
17.278939	14.020000	0.000562
17.505295	14.140000	0.000579
17.763689	14.420000	0.000583
18.005153	14.540000	0.000600
18.247062	14.820000	0.000596
18.487584	14.940000	0.000612
18.730540	15.220000	0.000610
18.970966	15.240000	0.000625
19.212618	15.610000	0.000627
19.454628	15.750000	0.000641
19.696203	16.010000	0.000646
19.937903	16.150000	0.000663
20.180849	16.420000	0.000661
20.422561	16.550000	0.000681
20.663285	16.810000	0.000677
20.905698	16.840000	0.000689
21.139053	17.210000	0.000695
21.415188	17.230000	0.000704
21.656322	17.620000	0.000710
21.898432	17.750000	0.000727
22.140184	18.010000	0.000729
22.381932	18.150000	0.000745
22.624959	18.420000	0.000740
22.865151	18.430000	0.000757
23.108029	18.810000	0.000761
23.348546	18.840000	0.000772
23.583221	19.210000	0.000779
23.858932	19.240000	0.000785
24.085408	19.620000	0.000790
24.343544	19.640000	0.000796
24.585329	20.010000	0.000809
24.827200	20.030000	0.000817
25.067411	20.410000	0.000840
25.310423	20.430000	0.000833
25.550948	20.810000	0.000847
25.792297	20.830000	0.000847
26.026796	21.210000	0.000863
26.303828	21.230000	0.000866
26.544327	21.620000	0.000875
26.786256	21.750000	0.000893
27.028050	22.010000	0.000890
27.269711	22.140000	0.000911
27.512658	22.420000	0.000912
27.753099	22.440000	0.000913
27.994676	22.810000	0.000921
28.237561	22.840000	0.000930
28.479349	23.220000	0.000949
28.721341	23.240000	0.000949
28.961536	23.620000	0.000967
29.203422	23.640000	0.000960
29.446067	24.020000	0.000975
29.686710	24.040000	0.000982
29.928283	24.420000	0.000991
30.163901	24.540000	0.000994
30.439817	24.820000	0.001007
30.680213	24.840000	0.001014
30.922069	25.220000	0.001030
31.163816	25.240000	0.001031
31.405581	25.620000	0.001045
31.649029	25.630000	0.001045
31.889162	26.010000	0.001054
32.130900	26.040000	0.001060
32.373662	26.410000	0.001071
32.601148	26.610000	0.001085
32.829941	26.630000	0.001088
33.070439	27.010000	0.001092
33.312067	27.030000	0.001104
33.554903	27.420000	0.001111
33.795614	27.430000	0.001119
34.037564	27.820000	0.001137
34.279251	27.830000	0.001138
34.521029	28.210000	0.001153
34.763829	28.240000	0.001152
35.004072	28.620000	0.001158
35.245901	28.640000	0.001168
35.488658	29.020000	0.001180
35.730740	29.140000	0.001194
35.972409	29.410000	0.001192
36.213157	29.540000	0.001212
36.455192	29.820000	0.001213
36.697785	29.850000	0.001218
36.938169	30.220000	0.001227
37.179908	30.240000	0.001235
37.408630	30.430000	0.001248
37.637157	30.810000	0.001253
37.877788	30.840000	0.001263
38.119428	31.210000	0.001267
38.362327	31.240000	0.001274
38.602933	31.620000	0.001283
38.844724	31.750000	0.001303
39.087039	32.020000	0.001300
39.329819	32.150000	0.001317
39.570416	32.420000	0.001320
39.811757	32.440000	0.001325
40.054777	32.820000	0.001333
40.295214	32.840000	0.001340
40.523531	33.040000	0.001354
40.752042	33.420000	0.001358
40.993271	33.440000	0.001367
41.236055	33.820000	0.001378
41.476799	33.840000	0.001384
41.719408	34.220000	0.001390
41.970308	34.340000	0.001398
42.228776	34.610000	0.001405
42.480656	34.740000	0.001414
42.739943	35.010000	0.001421
42.980050	35.150000	0.001430
43.233555	35.410000	0.001444
43.490532	35.430000	0.001448
43.718553	35.630000	0.001459
43.947433	36.010000	0.001462
44.188034	36.030000	0.001473
44.430851	36.410000	0.001479
44.671403	36.430000	0.001490
44.913175	36.810000	0.001498
45.166307	37.010000	0.001511
45.433481	37.210000	0.001521
