Time [s]	Current [A]	Voltage [V]	
0.777139	0.000000	0.000002
1.004104	1.210000	0.000073
1.232468	1.610000	0.000109
1.456222	1.630000	0.000119
1.674130	2.410000	0.000133
1.914865	2.430000	0.000167
2.157489	3.210000	0.000199
2.398253	3.240000	0.000233
2.640112	4.010000	0.000301
2.882037	4.050000	0.000303
3.123505	4.820000	0.000374
3.365497	4.850000	0.000376
3.607784	5.610000	0.000414
3.848548	5.650000	0.000452
4.091285	6.410000	0.000491
4.332963	6.650000	0.000565
4.574598	7.220000	0.000569
4.816656	7.470000	0.000647
5.057254	8.020000	0.000649
5.299501	8.280000	0.000728
5.541001	8.810000	0.000733
5.783570	8.860000	0.000770
6.016844	9.610000	0.000817
6.292787	9.650000	0.000852
6.535330	10.410000	0.000897
6.777550	10.690000	0.000970
7.019432	11.210000	0.000979
7.261284	11.480000	0.001066
7.501737	12.010000	0.001065
7.743276	12.060000	0.001104
7.986065	12.810000	0.001147
8.226877	12.860000	0.001190
8.484738	13.620000	0.001250
8.738232	13.670000	0.001275
8.978599	14.410000	0.001315
9.220613	14.690000	0.001404
9.462585	15.220000	0.001405
9.704083	15.490000	0.001498
9.945750	16.020000	0.001493
10.188337	16.060000	0.001543
10.429006	16.810000	0.001590
10.671884	16.870000	0.001632
10.913744	17.620000	0.001723
11.155651	17.670000	0.001723
11.397341	18.410000	0.001815
11.637752	18.460000	0.001819
11.879137	19.220000	0.001863
12.122224	19.260000	0.001911
12.362770	20.010000	0.001958
12.597120	20.290000	0.002005
12.874424	20.810000	0.002048
13.114529	20.860000	0.002105
13.356263	21.610000	0.002198
13.598259	21.660000	0.002198
13.839892	22.420000	0.002292
14.081425	22.470000	0.002297
14.324041	23.220000	0.002343
14.564719	23.260000	0.002391
14.807764	24.020000	0.002442
15.066134	24.290000	0.002523
15.316810	24.820000	0.002542
15.558136	24.870000	0.002588
15.799977	25.610000	0.002691
16.042437	25.670000	0.002694
16.283967	26.410000	0.002788
16.527164	26.470000	0.002787
16.767238	27.210000	0.002846
17.010085	27.260000	0.002896
17.250579	28.010000	0.002949
17.479309	28.410000	0.003038
17.744639	28.820000	0.003058
18.003982	28.860000	0.003107
18.245476	29.620000	0.003217
18.487619	29.660000	0.003214
18.729071	30.420000	0.003322
18.969763	30.470000	0.003319
19.196109	31.210000	0.003385
19.453602	31.260000	0.003430
19.695117	32.020000	0.003480
19.923253	32.420000	0.003584
20.151160	32.460000	0.003597
20.394165	33.220000	0.003654
20.634655	33.260000	0.003708
20.876175	34.020000	0.003769
21.119103	34.060000	0.003828
21.361002	34.810000	0.003938
21.601845	34.850000	0.003944
21.843378	35.610000	0.004057
22.086668	35.650000	0.004059
22.326743	36.410000	0.004112
22.568354	36.450000	0.004180
22.811203	37.220000	0.004227
23.053385	37.480000	0.004338
23.294984	38.020000	0.004353
23.535808	38.290000	0.004475
23.777479	38.820000	0.004481
24.020123	38.860000	0.004544
24.260471	39.620000	0.004616
24.502377	39.670000	0.004673
24.730474	40.060000	0.004751
24.959493	40.820000	0.004796
25.200353	40.860000	0.004857
25.441718	41.620000	0.004897
25.684672	41.660000	0.004962
25.925114	42.420000	0.005042
26.167096	42.660000	0.005163
26.409004	43.220000	0.005184
26.661003	43.450000	0.005241
26.919598	44.020000	0.005304
27.162093	44.240000	0.005413
27.402791	44.810000	0.005446
27.644232	44.850000	0.005519
27.887174	45.610000	0.005610
28.127652	45.660000	0.005673
28.370360	46.420000	0.005801
28.621274	46.820000	0.005934
28.889837	47.220000	0.005979
29.147992	47.260000	0.006018
29.390499	48.020000	0.006126
29.631230	48.060000	0.006205
29.873238	48.820000	0.006301
30.115025	48.850000	0.006364
30.357746	49.630000	0.006481
30.598476	49.660000	0.006459
30.839882	50.430000	0.006557
31.083042	50.460000	0.006694
31.323241	51.220000	0.006754
31.565386	51.470000	0.006831
31.807112	52.020000	0.006903
32.048721	52.260000	0.007084
32.291698	52.810000	0.007188
32.532106	52.840000	0.007294
32.773631	53.620000	0.007365
33.016496	53.650000	0.007469
33.243825	54.040000	0.007597
33.471774	54.820000	0.007666
33.713494	54.850000	0.007753
33.956294	55.610000	0.007964
34.196718	55.640000	0.008027
34.439497	56.430000	0.008204
34.681201	56.650000	0.008416
34.923245	57.220000	0.008414
35.164978	57.450000	0.008688
35.405787	58.020000	0.008715
35.647105	58.050000	0.008666
35.890022	58.820000	0.008859
36.130429	58.850000	0.008886
36.372363	59.630000	0.008985
36.614229	59.650000	0.008965
36.856194	60.420000	0.009178
37.099129	60.450000	0.009349
37.339201	61.220000	0.009397
37.580716	61.250000	0.009694
37.823897	62.020000	0.009701
38.050977	62.420000	0.009439
38.278703	62.440000	0.009440
38.520459	63.220000	0.009433
38.746892	63.620000	0.009582
39.013957	64.020000	0.009588
39.272355	64.060000	0.009651
39.514728	64.830000	0.009727
39.755351	64.860000	0.009776
39.983663	65.270000	0.009920
40.195150	66.030000	0.010020
40.453473	66.050000	0.010093
40.695989	66.820000	0.010280
40.936580	66.850000	0.010355
41.178025	67.620000	0.010467
41.420277	67.880000	0.010632
41.661860	68.420000	0.010668
41.904861	68.670000	0.010855
42.147344	69.220000	0.010925
42.386894	69.250000	0.010724
42.629618	70.020000	0.010680
42.870107	70.040000	0.010793
43.112094	70.820000	0.010910
43.353951	70.850000	0.011019
43.595822	71.620000	0.011162
43.838798	71.650000	0.011208
44.079033	72.420000	0.011291
44.321865	72.450000	0.011337
44.562770	73.220000	0.011461
44.790716	73.620000	0.011629
45.019628	73.660000	0.011686
45.260505	74.420000	0.011838
45.503443	74.460000	0.011878
45.743474	75.230000	0.012013
45.985350	75.260000	0.012109
46.227252	76.030000	0.012293
46.469017	76.060000	0.012295
46.710621	76.820000	0.012396
46.953615	76.860000	0.012438
47.194024	77.620000	0.012580
47.436910	77.660000	0.012652
47.677256	78.420000	0.012830
47.905881	78.820000	0.012963
48.134608	78.860000	0.012987
48.375273	79.630000	0.013174
48.617963	79.660000	0.013286
48.858610	80.420000	0.013396
49.100109	80.470000	0.013446
49.342088	81.230000	0.013676
49.584276	81.260000	0.013709
49.826731	82.030000	0.013857
50.068987	82.060000	0.013951
50.308844	82.830000	0.014063
50.551649	82.860000	0.014121
50.792219	83.640000	0.014278
51.034284	83.890000	0.014500
51.276214	84.430000	0.014461
51.517885	84.680000	0.014638
51.760880	85.230000	0.014443
52.001142	85.270000	0.014506
52.244064	86.030000	0.014611
52.484616	86.060000	0.014657
52.712974	86.460000	0.014827
52.942288	87.220000	0.014863
53.182331	87.260000	0.015014
53.425133	88.020000	0.015107
53.665867	88.060000	0.015195
53.907382	88.820000	0.015317
54.149353	89.070000	0.015537
54.391101	89.620000	0.015542
54.633987	89.890000	0.015777
54.875892	90.430000	0.015766
55.116123	90.450000	0.015959
55.358750	91.230000	0.015993
55.599377	91.260000	0.015934
55.827692	92.020000	0.016079
56.093408	92.280000	0.016129
56.352864	92.830000	0.016315
56.594674	93.080000	0.016467
56.836093	93.620000	0.016489
57.076961	93.880000	0.016710
57.318603	94.430000	0.016785
57.561211	94.460000	0.016899
57.801617	95.230000	0.017032
58.043508	95.270000	0.017150
58.285499	96.030000	0.017290
58.527365	96.060000	0.017317
58.769126	96.820000	0.017508
59.011993	96.870000	0.017612
59.252245	97.630000	0.017763
59.494860	97.670000	0.017834
59.735720	98.420000	0.017934
59.964089	98.830000	0.018085
60.175469	99.090000	0.018177
60.433769	99.630000	0.018361
60.676228	99.670000	0.018474
