Time [s]	Current [A]	Voltage [V]	
1.389701	0.000000	0.000002
1.617402	1.180000	0.000043
1.852391	1.610000	0.000067
2.085874	2.010000	0.000076
2.327801	2.410000	0.000091
2.569487	2.810000	0.000107
2.798488	3.050000	0.000137
3.039300	3.610000	0.000133
3.281752	3.650000	0.000151
3.523790	4.410000	0.000185
3.765380	4.460000	0.000183
4.006786	5.210000	0.000218
4.247818	5.250000	0.000218
4.489422	6.010000	0.000249
4.731254	6.050000	0.000251
4.973832	6.810000	0.000267
5.207329	7.060000	0.000284
5.483347	7.620000	0.000302
5.725624	7.660000	0.000317
5.967309	8.420000	0.000355
6.209476	8.460000	0.000350
6.450959	9.210000	0.000385
6.691567	9.260000	0.000384
6.933481	10.010000	0.000423
7.175022	10.070000	0.000414
7.417511	10.820000	0.000436
7.660009	11.090000	0.000469
7.901856	11.610000	0.000469
8.142261	11.890000	0.000508
8.384166	12.410000	0.000502
8.626546	12.460000	0.000521
8.867256	13.220000	0.000537
9.108800	13.260000	0.000553
9.344657	14.020000	0.000570
9.620589	14.070000	0.000584
9.860747	14.820000	0.000601
10.102757	15.090000	0.000634
10.344279	15.620000	0.000636
10.586331	15.890000	0.000676
10.829301	16.410000	0.000668
11.069410	16.460000	0.000686
11.311050	17.210000	0.000704
11.537779	17.490000	0.000727
11.795755	18.020000	0.000734
12.037584	18.280000	0.000772
12.279162	18.820000	0.000768
12.520076	19.080000	0.000805
12.761646	19.610000	0.000798
13.004409	19.660000	0.000823
13.244832	20.410000	0.000837
13.486395	20.470000	0.000852
13.728276	21.210000	0.000890
13.969891	21.260000	0.000889
14.211869	22.010000	0.000922
14.454795	22.060000	0.000924
14.695002	22.810000	0.000934
14.937907	22.860000	0.000952
15.178280	23.620000	0.000971
15.413164	23.890000	0.000987
15.688772	24.420000	0.001004
15.931388	24.460000	0.001020
16.173398	25.220000	0.001054
16.415317	25.270000	0.001054
16.657045	26.010000	0.001089
16.898111	26.050000	0.001087
17.140636	26.810000	0.001101
17.381261	26.870000	0.001119
17.623044	27.610000	0.001139
17.875380	27.890000	0.001168
18.134392	28.420000	0.001170
18.374715	28.460000	0.001189
18.616647	29.220000	0.001222
18.858501	29.260000	0.001223
19.100148	30.020000	0.001258
19.342928	30.070000	0.001256
19.583305	30.820000	0.001270
19.824985	30.870000	0.001293
20.067796	31.620000	0.001308
20.309657	31.890000	0.001341
20.552000	32.420000	0.001338
20.792502	32.680000	0.001378
21.034372	33.220000	0.001371
21.276808	33.260000	0.001386
21.517252	34.020000	0.001406
21.758990	34.060000	0.001422
22.001626	34.810000	0.001443
22.243928	35.070000	0.001476
22.484382	35.610000	0.001473
22.726136	35.880000	0.001511
22.969148	36.410000	0.001507
23.209838	36.460000	0.001522
23.451132	37.220000	0.001538
23.693997	37.260000	0.001560
23.936028	38.020000	0.001593
24.176925	38.060000	0.001589
24.418388	38.820000	0.001626
24.661425	38.860000	0.001623
24.901655	39.620000	0.001640
25.143449	39.650000	0.001658
25.386064	40.410000	0.001673
25.613208	40.820000	0.001706
25.841029	40.860000	0.001706
26.082769	41.620000	0.001723
26.325639	41.660000	0.001739
26.566130	42.420000	0.001760
26.808912	42.460000	0.001775
27.050746	43.220000	0.001808
27.292799	43.240000	0.001807
27.534534	44.020000	0.001841
27.775508	44.040000	0.001840
28.016518	44.810000	0.001858
28.259394	44.850000	0.001875
28.500057	45.630000	0.001892
28.741762	45.860000	0.001925
28.983767	46.420000	0.001925
29.235901	46.820000	0.001958
29.505043	47.220000	0.001975
29.772514	47.620000	0.001992
30.040659	48.020000	0.002008
30.311838	48.420000	0.002019
30.524503	48.670000	0.002028
30.782044	49.220000	0.002043
31.024384	49.260000	0.002059
31.259931	50.020000	0.002076
31.533903	50.060000	0.002092
31.775142	50.830000	0.002110
32.017191	51.080000	0.002145
32.259038	51.610000	0.002143
32.513335	52.020000	0.002169
32.780080	52.420000	0.002193
33.047455	52.660000	0.002199
33.305741	53.210000	0.002211
33.549109	53.250000	0.002226
33.775643	53.650000	0.002252
33.988808	54.410000	0.002261
34.246947	54.440000	0.002276
34.486783	55.220000	0.002294
34.729530	55.250000	0.002310
34.970047	56.020000	0.002327
35.212170	56.250000	0.002360
35.453972	56.810000	0.002360
35.695792	57.060000	0.002392
35.938670	57.620000	0.002395
36.179109	57.650000	0.002410
36.421721	58.420000	0.002428
36.662475	58.440000	0.002445
36.904464	59.210000	0.002478
37.146244	59.240000	0.002478
37.387673	60.020000	0.002511
37.629694	60.050000	0.002511
37.872081	60.830000	0.002528
38.112508	60.850000	0.002545
38.355599	61.630000	0.002561
38.590022	61.860000	0.002579
38.864917	62.420000	0.002594
39.106393	62.460000	0.002613
39.348366	63.220000	0.002646
39.590048	63.480000	0.002645
39.844294	64.020000	0.002674
40.110894	64.260000	0.002680
40.368455	64.830000	0.002695
40.609916	65.070000	0.002728
40.851625	65.630000	0.002729
41.093271	65.870000	0.002763
41.336150	66.430000	0.002762
41.576423	66.460000	0.002780
41.818179	67.220000	0.002796
42.060866	67.260000	0.002813
42.288316	67.660000	0.002838
42.499694	68.430000	0.002848
42.758027	68.460000	0.002863
